price,msrp,cpu,cpuNum,ram,storage,gpu,screnSize,Resolution,os,brand,name,weight,rating,ratingLen
1249,1249.99,Intel 12th Generation Core i7,1260P,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,16 inches,1920 x 1200 (WUXGA),Windows 11 Home,Dell,i7620-7631SLV-PUS,4.62 pounds,,
1049,1049.99,Intel 12th Generation Core i7,1255U,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1200 (WUXGA),Windows 11 Home,Dell,i7420-7976SLV-PUS,3.46 pounds,,
1549,1549.99,Intel 12th Generation Core i7,1260P,16 gigabytes,512 gigabytes,Other,16 inches,3840 x 2400,Windows 11 Home,Dell,i7620-7648GRE-PUS,4.62 pounds,,
999,999.99,Intel 12th Generation Core i5,1235U,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,16 inches,1920 x 1200 (WUXGA),Windows 11 Home,Dell,i7620-5624SLV-PUS,4.62 pounds,,
849,849.99,Intel 12th Generation Core i5,1235U,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1200 (WUXGA),Windows 11 Home,Dell,i7420-5983SLV-PUS,3.46 pounds,,
2049,2049.99,Intel 11th Generation Core i7,1185G7,16 gigabytes,512 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,23GP9,3.51 pounds,,
1829,1829.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,256 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,RGRW0,3 pounds,,
1839,1839.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,512 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,WHKH9,3.02 pounds,,
1679,1679.99,Intel 11th Generation Core i5,1135G7,16 gigabytes,256 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,WH730,3.37 pounds,,
2529,2529.99,Intel 11th Generation Core i7,1185G7,16 gigabytes,256 gigabytes,Other,14 inches,2560 x 1600,Windows 10 Pro,Dell,YYK2V,3.09 pounds,,
1479,1479.99,Intel 11th Generation Core i5,1135G7,16 gigabytes,256 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,0G06F,3.51 pounds,,
1849,1849.99,Intel 11th Generation Core i5,1145G7,16 gigabytes,512 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,1H0GR,3.51 pounds,,
2229,2229.99,Intel 11th Generation Core i7,1185G7,16 gigabytes,512 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,59GKT,3.37 pounds,,
1719,1719.99,Intel 11th Generation Core i5,i5-1145G7,16 gigabytes,256 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,H74N9,3.02 pounds,,
1949,1949.99,Intel 11th Generation Core i5,1145G7,16 gigabytes,256 gigabytes,Other,14 inches,1920 x 1200 (WUXGA),Windows 10 Pro,Dell,Y84F9,3.09 pounds,,
1899,1899.99,Intel 11th Generation Core i7,1185G7,16 gigabytes,256 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,D3M2G,3.51 pounds,,
1499,1499.99,Intel 11th Generation Core i5,1135G7,16 gigabytes,256 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,Y2H99,3.09 pounds,,
2239,2239.99,Intel 11th Generation Core i5,1145G7,16 gigabytes,256 gigabytes,Other,14 inches,2560 x 1600,Windows 10 Pro,Dell,8PNGF,3.09 pounds,,
1589,1589.99,Intel 11th Generation Core i5,i5-1145G7,8 gigabytes,256 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,3G2CC,3.02 pounds,,
1849,1849.99,Intel 11th Generation Core i5,i5-1145G7,16 gigabytes,512 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,Y3NXM,3.02 pounds,,
1419,1419.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,256 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,7NC28,3.51 pounds,,
1089,1089.99,Intel 11th Generation Core i7,1165G7,8 gigabytes,256 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,W7NH5,3.95 pounds,,
889,889.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,256 gigabytes,Other,14 inches,1366 x 768 (HD),Windows 10 Pro,Dell,JMW1D,3.35 pounds,,
399,399.99,Intel Pentium,Pentium Silver N5030,8 gigabytes,128 gigabytes,Intel UHD Graphics 605,14.1 inches,1920 x 1080 (Full HD),Windows 10 Home in S mode,Geo,GE178,3.11 pounds,3.9,159
203,239.99,Intel Celeron,N3450,4 gigabytes,64 gigabytes,Intel HD Graphics 500,12.5 inches,1366 x 768 (HD),Windows 10 Home in S mode,Geo,GE163,3.05 pounds,4,495
809,999,Intel 7th Generation Core i5,7Y57,8 gigabytes,128 gigabytes,,12.3 inches,2400 x 1600,Chrome OS,Google,GSRF GA00122-US,,4.4,17
649,649,Intel Core m3,8100Y,8 gigabytes,64 gigabytes,Intel UHD Graphics 615,13.3 inches,1920 x 1080 (Full HD),Chrome OS,Google,GA00519-US,2.3 pounds,4.3,483
849,849,Intel 8th Generation Core i5,8200Y,8 gigabytes,128 gigabytes,Intel UHD Graphics 615,13.3 inches,1920 x 1080 (Full HD),Chrome OS,Google,GA00521-US,2.3 pounds,4.3,45
999,999,Intel 8th Generation Core i5,8200Y,16 gigabytes,128 gigabytes,Intel UHD Graphics 615,13.3 inches,1920 x 1080 (Full HD),Chrome OS,Google,GA00523-US,2.3 pounds,4.2,26
584,649,Intel Core m3,8100Y,8 gigabytes,64 gigabytes,Intel UHD Graphics 615,13.3 inches,1920 x 1080 (Full HD),Chrome OS,Google,GSRF GA00519-US,2.3 pounds,4.9,27
1399,1399,Intel 8th Generation Core i7,i7-8500Y,16 gigabytes,256 gigabytes,Intel UHD Graphics 615,13.3 inches,3840 x 2160 (4K),Chrome OS,Google,GSRF GA00843-US,2.4 pounds,1,1
399,399.99,Intel 6th Generation Core i5,6300U,8 gigabytes,512 gigabytes,Intel UHD Graphics,14 inches,1366 x 768 (HD),Windows 10 Pro,HP,640 G2-31212,5.09 pounds,1,2
699,699.99,Intel 6th Generation Core i7,i7-7600U,16 gigabytes,512 gigabytes,,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,HP,840 G4-32402,,4,5
409,409.99,Intel 6th Generation Core i5,6300U,8 gigabytes,256 gigabytes,Intel HD Graphics 520,14 inches,1366 x 768 (HD),Windows 10 Pro,HP,840 G3-31676,3.41 pounds,4.6,5
429,429.99,Intel 6th Generation Core i5,6300U,8 gigabytes,512 gigabytes,Intel HD Graphics 520,14 inches,1366 x 768 (HD),Windows 10 Pro,HP,840 G3-32354,3.41 pounds,4.1,31
489,489.99,Intel 7th Generation Core i5,i5-7200U,8 gigabytes,512 gigabytes,Intel HD Graphics 620,14 inches,1366 x 768 (HD),Windows 10 Pro,HP,840 G4-32319,3.26 pounds,,
579,579.99,Intel 6th Generation Core i7,6600U,16 gigabytes,512 gigabytes,Intel HD Graphics 520,14 inches,1366 x 768 (HD),Windows 10 Pro,HP,840 G3-32230,3.41 pounds,3.8,5
109,259,Intel Celeron,N3350,4 gigabytes,32 gigabytes,Intel HD Graphics 500,11.6 inches,1366 x 768 (HD),Chrome OS,HP,11A-NB0013DX,2.98 pounds,4.5,2898
529,529.99,AMD Ryzen 3 3000 Series,3250U,8 gigabytes,256 gigabytes,Other,15.6 inches,1366 x 768 (HD),Windows 10 Home in S mode,HP,15-EF1020NR,3.73 pounds,4.4,29
495,579.99,Intel 7th Generation Core i5,i5-7200U,8 gigabytes,1000 gigabytes,Intel HD Graphics 620,17.3 inches,1600 x 900 (HD+),Windows 10 Home,HP,GSRF 17-BY0021DX,5.4 pounds,4,1
229,299.99,AMD A9,A9-9425,4 gigabytes,128 gigabytes,,14 inches,1366 x 768 (HD),Windows 10 Home in S mode,HP,GSRF 14-DK0002DX,,4,1
319,399,Intel Celeron,N4000,4 gigabytes,32 gigabytes,,14 inches,1366 x 768 (HD),Chrome OS,HP,GSRF HP CHROMEBOOK X36,,,
1046,1549.99,Intel 8th Generation Core i7,i7-8565U,16 gigabytes,512 gigabytes,Intel UHD Graphics 620,13.3 inches,3840 x 2160 (4K),Windows 10 Home,HP,GSRF 13-AP0053DX,2.91 pounds,1,1
212,249.99,Intel Celeron,N4020,4 gigabytes,64 gigabytes,Intel UHD Graphics 600,14 inches,1366 x 768 (HD),Windows 11 Home in S Mode,HP,14-dq0001dx,3.24 pounds,4.4,2855
1629,1629.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,15.6 inches,3840 x 2160 (4K),Windows 11 Home,HP,15-eb1043dx,4.5 pounds,4.5,925
1729,1729.99,Intel 11th Generation Core i7 Evo Platform,1165G7,16 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,13.5 inches,3000 x 2000,Windows 11 Home,HP,14-ea0023dx,3 pounds,4.5,572
503,699.99,Intel 8th Generation Core i5,i5-8265U,8 gigabytes,128 gigabytes,Intel UHD Graphics 620,14 inches,1920 x 1080 (Full HD),Windows 10 Home,HP,GSRF 14M-DH0003DX,3.42 pounds,5,1
1619,1999.99,Intel 8th Generation Core i7,i7-8565U,16 gigabytes,1000 gigabytes,NVIDIA GeForce MX150,15.6 inches,3840 x 2160 (4K),Windows 10 Home,HP,GSRF 15-DF0043DX,4.78 pounds,,
526,649.99,Intel 8th Generation Core i5,i5-8265U,12 gigabytes,256 gigabytes,,15.6 inches,1366 x 768 (HD),Windows 10 Home in S mode,HP,GSRF 15-DY0013DX,,,
512,599,Intel 8th Generation Core i3,i3-8130U,8 gigabytes,64 gigabytes,,14 inches,1920 x 1080 (Full HD),Chrome OS,HP,GSRF 14-DA0011DX,,5,1
1329,1329.99,Intel 11th Generation Core i5 Evo Platform,1135G7,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.3 inches,3840 x 2560 (UHD),Windows 11 Home,HP,13-aw2003dx,2.8 pounds,4.3,259
233,259.99,Not Applicable,AMD 3020e,4 gigabytes,64 gigabytes,,14 inches,1366 x 768 (HD),,HP,14-FQ0010NR,,4.6,7
279,299.99,Not Applicable,3020e,4 gigabytes,64 gigabytes,Other,14 inches,1366 x 768 (HD),,HP,14-FQ0040NR,,4.5,13
269,299.99,Not Applicable,AMD 3020e,4 gigabytes,64 gigabytes,,14 inches,1366 x 768 (HD),,HP,14-FQ0050NR,,4.5,13
611,969.99,Intel 8th Generation Core i7,i7-8550U,12 gigabytes,256 gigabytes,,15.6 inches,1920 x 1080 (Full HD),Windows 10 Home,HP,GSRF 15M-CN0012DX,,1,1
212,249.99,Intel Celeron,N4020,4 gigabytes,64 gigabytes,Intel UHD Graphics 600,14 inches,1366 x 768 (HD),Windows 10 Home in S mode,HP,14-dq0005dx,3.2 pounds,4.4,2855
739,739.99,Intel 7th Generation Core i7,i7-7600U,8 gigabytes,512 gigabytes,Intel HD Graphics 620,13.3 inches,1920 x 1080 (Full HD),Windows 10 Pro,HP,BB5-32872,2.82 pounds,4,2
449,449.99,Intel 6th Generation Core i5,6300U,16 gigabytes,256 gigabytes,Intel HD Graphics 520,14 inches,1280 x 720,Windows 10 Pro,HP,BB5-32872,4.3 pounds,4.3,7
535,629.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,17.3 inches,1600 x 900 (HD+),Windows 10 Home in S mode,HP,17-by4623dx,5.25 pounds,4.4,107
919,919.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 10,HP,13-BA1075NR,2.88 pounds,2.5,2
2039,2039,Intel 10th Generation Core i7,Intel Core i7,16 gigabytes,512 gigabytes,Intel UHD Graphics,14 inches,1920 x 1080 (Full HD),,HP,1C8N1UT#ABA,,,
705,829.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1080 (Full HD),Windows 11 Home,HP,14m-dy0023dx,3.35 pounds,4.6,296
696,819.99,AMD Ryzen 5 5000 Series,5500U,8 gigabytes,256 gigabytes,AMD Radeon,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,HP,15m-eu0013dx,4.1 pounds,4.6,642
325,449.99,Intel Pentium,Intel Pentium Silver N5030 Processor,4 gigabytes,128 gigabytes,Intel UHD Graphics 605,11.6 inches,1366 x 768 (HD),Windows 11 Home in S Mode,HP,11m-ap0023dx,2.6 pounds,4.6,356
849,999.99,Intel 11th Generation Core i7 Evo Platform,1165G7,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,HP,13m-bd0033dx,2.92 pounds,4.6,314
228,269,MediaTek,MediaTek MT8183,4 gigabytes,32 gigabytes,MediaTek Integrated Graphics,11.6 inches,1366 x 768 (HD),Chrome OS,HP,11a-na0060nr,2.36 pounds,4.6,82
1509,1509.99,Intel 11th Generation Core i5,i5-1135G7,16 gigabytes,256 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,HP,3N8P1UT#ABA,3.72 pounds,,
409,409,Intel Celeron,N4500,4 gigabytes,32 gigabytes,Intel UHD Graphics,14 inches,1366 x 768 (HD),Chrome OS,HP,14b-cb0013dx,3.57 pounds,4.5,423
299,449,Intel Pentium,N6000,4 gigabytes,64 gigabytes,Intel UHD Graphics,14 inches,1920 x 1080 (Full HD),Chrome OS,HP,14b-cb0023dx,3.57 pounds,4.5,182
535,629.99,AMD Ryzen 5 5000 Series,5500U,8 gigabytes,256 gigabytes,AMD Radeon,17.3 inches,1920 x 1080 (Full HD),Windows 11 Home in S Mode,HP,17-cp0013dx,5.25 pounds,4.5,201
649,949,Intel 10th Generation Core i5,10210U,8 gigabytes,256 gigabytes,Intel UHD Graphics,13.5 inches,1920 x 1280,Chrome OS,HP,13c-ca0013dx,3 pounds,4,14
389,389.99,Intel 6th Generation Core i5,i5-6200U,8 gigabytes,256 gigabytes,Intel HD Graphics 520,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,HP,Folio 1040 G3,3.4 pounds,5,1
619,619.99,Intel 7th Generation Core i5,i5-7300U,16 gigabytes,512.0 gigabytes,Intel UHD Graphics 620,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,HP,840 G5,3.55 pounds,5,1
529,529.99,Intel 7th Generation Core i5,7300U,16 gigabytes,512 gigabytes,Intel UHD Graphics 620,14 inches,1366 x 768 (HD),Windows 10 Pro,HP,840 G4,3.26 pounds,5,1
529,529.99,Intel 6th Generation Core i5,6300U,16 gigabytes,512 gigabytes,Intel HD Graphics 520,15.6 inches,1366 x 768 (HD),Windows 10 Pro,HP,650 G2,5.1 pounds,,
409,409.99,Intel 6th Generation Core i5,i5-6200U,8 gigabytes,512 gigabytes,Intel HD Graphics 520,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,HP,Folio 1040 G3,3.4 pounds,1,1
220,259,AMD A-Series A4,9120C,4 gigabytes,32 gigabytes,AMD Radeon R3,14 inches,1366 x 768 (HD),Chrome OS,HP,14-db0033dx,3.4 pounds,4.1,35
499,699,Intel 11th Generation Core i3,1115G4,8 gigabytes,128 gigabytes,Intel UHD Graphics,14 inches,1920 x 1080 (Full HD),Chrome OS,HP,14c-cc0013dx,3.67 pounds,4.5,257
1151,1599.99,Intel 8th Generation Core i7,i7-8565U,16 gigabytes,512 gigabytes,,15.6 inches,3840 x 2160 (4K),Windows 10 Home,HP,GSRF 15-DF0013DX,,,
1223,1599.99,Intel 8th Generation Core i7,i7-8565U,16 gigabytes,512 gigabytes,,15.6 inches,3840 x 2160 (4K),Windows 10 Home,HP,GSRF 15-DF0033DX,,,
319,339.99,Intel Celeron,Celeron N4000,4 gigabytes,32 gigabytes,Intel UHD Graphics 600,14 inches,1920 x 1080 (Full HD),,HP,14A-NA0050NR,,4,1
424,499.99,Intel 11th Generation Core i3,11th Generation Intel Core i3-1115G4,8 gigabytes,256 gigabytes,Intel UHD Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 10 Home in S mode,HP,15-dw3033dx,3.86 pounds,4.6,867
989,989.99,AMD Ryzen 5 5000 Series,5600U,16 gigabytes,512 gigabytes,Other,13.3 inches,1920 x 1200 (WUXGA),Windows 10 Home,HP,13-be0013dx,2.2 pounds,3.3,3
492,579.99,Intel 11th Generation Core i5,11th Generation Intel Core i5-1135G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 10 Home in S mode,HP,15-dy2093dx,3.75 pounds,4.5,497
526,619.99,Intel 11th Generation Core i5,11th Generation Intel Core i5-1135G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,17.3 inches,1920 x 1080 (Full HD),Windows 10 Home in S mode,HP,17-by4633dx,5.25 pounds,4.6,428
329,349.99,AMD Athlon,14A-ND0060NR,4 gigabytes,32 gigabytes,AMD Radeon,14 inches,1366 x 768 (HD),Chrome OS,HP,14A-ND0060NR,2.97 pounds,,
589,589.99,AMD Athlon Gold 3000 Series,3150U,8 gigabytes,512 gigabytes,AMD Radeon,17.3 inches,1600 x 900 (HD+),Windows 10 Home,HP,17-CP0076NR,4.82 pounds,4.3,30
1159,1159.99,Intel 11th Generation Core i7,17-CG1010NR,12 gigabytes,1280 gigabytes,Intel Iris Xe Graphics,17.3 inches,1920 x 1080 (Full HD),Windows 10 Home,HP,17-CG1010NR,6.22 pounds,4.5,11
1849,1849.99,Intel 11th Generation Core i7,i7-1165G7,16 gigabytes,512 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,HP,38B50UT#ABA,3.86 pounds,,
1457,1799.99,Intel 10th Generation Core i7,i7-1065G7,16 gigabytes,1000 gigabytes,Intel Iris Plus Graphics,13.3 inches,3840 x 2160 (4K),Windows 10 Home,HP,GSRF 13-AW0023DX,,,
719,999.99,Intel 10th Generation Core i7,i7-1065G7,12 gigabytes,512 gigabytes,Intel Iris Plus Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 10 Home,HP,GSRF 15M-ED0023DX,,,
314,499.99,Intel 10th Generation Core i3,i3-1005G1,8 gigabytes,128 gigabytes,Intel UHD Graphics,14 inches,1366 x 768 (HD),Windows 10 Home in S mode,HP,GSRF 14M-DW0013DX,,1,1
687,859.99,Intel 11th Generation Core i5 Evo Platform,1135G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,HP,13-bd0063dx,2.92 pounds,4.5,117
249,599,Qualcomm Snapdragon,Qualcomm® Snapdragon™ 7c Compute Platform,8 gigabytes,64 gigabytes,Other,11 inches,2160 x 1440 (Full HD+),Chrome OS,HP,11-da0013dx,,4.4,214
249,599,Qualcomm Snapdragon,Qualcomm® Snapdragon™ 7c Compute Platform,8 gigabytes,64 gigabytes,Other,11 inches,2160 x 1440 (Full HD+),Chrome OS,HP,11-da0023dx,,4.4,214
894,894.99,AMD Ryzen 5 5000 Series,5500U,16 gigabytes,256 gigabytes,AMD Radeon,15.6 inches,1920 x 1080 (Full HD),Windows 10 Home,HP,15-EE1077nr,4.42 pounds,4,7
349,449.99,Intel Pentium,Intel Pentium Silver N5030 Processor,4 gigabytes,128 gigabytes,Intel UHD Graphics 605,11.6 inches,1366 x 768 (HD),Windows 11 Home in S Mode,HP,11m-ap0033dx,2.66 pounds,4.6,118
271,319,Intel Celeron,Intel® Celeron® Processor N3350,4 gigabytes,64 gigabytes,Intel HD Graphics 500,14 inches,1920 x 1080 (Full HD),Chrome OS,HP,14-ca064dx,,4.5,386
314,369.99,Intel Celeron,N4020,4 gigabytes,128 gigabytes,Intel UHD Graphics 600,15.6 inches,1366 x 768 (HD),Windows 11 Home in S Mode,HP,15-dw1033dx,3.86 pounds,4.6,310
424,499.99,AMD Ryzen 3 3000 Series,3250U,8 gigabytes,256 gigabytes,AMD Radeon,15.6 inches,1366 x 768 (HD),Windows 11 Home,HP,15-ef1023dx,3.75 pounds,4.6,481
494,549.99,Intel 11th Generation Core i3,11th Generation Intel Core i3-1115G4,8 gigabytes,256 gigabytes,Intel UHD Graphics,17.3 inches,1600 x 900 (HD+),Windows 11 Home in S Mode,HP,17-by4013dx,5.25 pounds,4.5,880
589,589.99,Intel 11th Generation Core i3,11th Generation Intel Core i3-1125G4,8 gigabytes,256 gigabytes,Intel UHD Graphics,14 inches,1920 x 1080 (Full HD),Windows 11 Home in S Mode,HP,14m-dy0113dx,3.33 pounds,4.6,296
729,829.99,Intel 11th Generation Core i7,11th Generation Intel Core i7-1165G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home in S Mode,HP,15-dy2073dx,3.75 pounds,4.6,190
179,239.99,Intel Celeron,N4020,4 gigabytes,64 gigabytes,Intel UHD Graphics 600,11.6 inches,1366 x 768 (HD),Windows 11 Home in S Mode,HP,11-ak0013dx,2.37 pounds,4.3,124
212,249.99,Intel Celeron,N4020,4 gigabytes,64 gigabytes,Intel UHD Graphics 600,14 inches,1366 x 768 (HD),Windows 11 Home in S Mode,HP,14-dq0033dx,3.24 pounds,4.4,716
212,249.99,Intel Celeron,N4020,4 gigabytes,64 gigabytes,Intel UHD Graphics 600,14 inches,1366 x 768 (HD),Windows 11 Home in S Mode,HP,14-dq0034dx,3.24 pounds,4.4,716
212,249.99,Intel Celeron,N4020,4 gigabytes,64 gigabytes,Intel UHD Graphics 600,14 inches,1366 x 768 (HD),Windows 11 Home in S Mode,HP,14-dq0032dx,3.24 pounds,4.4,716
212,249.99,Intel Celeron,N4020,4 gigabytes,64 gigabytes,Intel UHD Graphics 600,14 inches,1366 x 768 (HD),Windows 11 Home in S Mode,HP,14-dq0031dx,3.24 pounds,4.4,716
212,249.99,Intel Celeron,N4020,4 gigabytes,64 gigabytes,Intel UHD Graphics 600,14 inches,1366 x 768 (HD),Windows 11 Home in S Mode,HP,14-dq0035dx,3.24 pounds,4.4,716
619,819.99,AMD Ryzen 5 5000 Series,5500U,8 gigabytes,256 gigabytes,AMD Radeon,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,HP,15m-eu0033dx,4.11 pounds,4.5,449
909,909.99,Intel 11th Generation Core i5,1155G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,HP,15m-es1013dx,4.02 pounds,4.7,322
749,1049.99,Intel 11th Generation Core i7 Evo Platform,1195G7,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,HP,13m-bd1033dx,2.87 pounds,4.7,288
729,1029.99,AMD Ryzen 7 5000 Series,5700U,8 gigabytes,512 gigabytes,AMD Radeon,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,HP,15m-eu0043dx,4.11 pounds,4.7,159
829,829.99,Intel 11th Generation Core i7,1155G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1080 (Full HD),Windows 11 Home,HP,14m-dy1023dx,3.33 pounds,4.6,296
829,829.99,Intel 11th Generation Core i5,1155G7,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1080 (Full HD),Windows 11 Home,HP,14m-dy1033dx,3.33 pounds,4.6,268
1479,1729.99,Intel 11th Generation Core i7 Evo Platform,1195G7,16 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,13.5 inches,3000 x 2000,Windows 11 Home,HP,14-ea1023dx,2.95 pounds,4.3,167
1079,1079.99,Intel 11th Generation Core i7,1195G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,HP,15m-es1023dx,4.02 pounds,4.6,636
1279,1279.99,Intel 11th Generation Core i7,1195G7,12 gigabytes,512 gigabytes,Intel Iris Xe Graphics,17.3 inches,1920 x 1080 (Full HD),Windows 11 Home,HP,17m-ch1013dx,5.6 pounds,4.7,498
1599,1599.99,Intel 11th Generation Core i7,11800H,16 gigabytes,1000 gigabytes,NVIDIA GeForce RTX 3060,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,HP,15-ep1013dx,2.95 pounds,4.3,21
429,519.99,Intel 11th Generation Core i3,11th Generation Intel Core i3-1115G4,8 gigabytes,256 gigabytes,Intel UHD Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home in S Mode,HP,15-dw3053dx,3.86 pounds,4.6,117
458,458.99,Intel 8th Generation Core i5,8350U,8 gigabytes,256 gigabytes,Intel UHD Graphics,14 inches,1366 x 768 (HD),Windows 10 Pro,HP,840G5.i5.8.256.Pro,3.55 pounds,5,2
318,383.99,Intel 6th Generation Core i5,6300U,8 gigabytes,128 gigabytes,Intel UHD Graphics,12.5 inches,1366 x 768 (HD),Windows 10 Pro,HP,820G3.i5.8.128.Pro,2.78 pounds,2.5,4
421,421.99,Intel 7th Generation Core i5,7300U,8 gigabytes,128 gigabytes,Intel UHD Graphics,12.5 inches,1366 x 768 (HD),Windows 10 Pro,HP,820G4.i5.8.128.Pro,3.04 pounds,,
2029,2029.99,Intel 11th Generation Core i7,11390H,16 gigabytes,1000 gigabytes,NVIDIA GeForce RTX 3050,16 inches,3840 x 2400,Windows 11 Home,HP,16-f0023dx,4.47 pounds,3.6,19
1629,1629.99,Intel 11th Generation Core i7 Evo Platform,11390H,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,16 inches,3072 x 1920 (Retina),Windows 11 Home,HP,16-f0013dx,4.45 pounds,4.8,114
1082,1082.99,Intel 11th Generation Core i5,i5-1135G7,16 gigabytes,256 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,HP,4J215UT#ABA,3.84 pounds,,
279,279,MediaTek,MediaTek MT8183,4 gigabytes,64 gigabytes,MediaTek Integrated Graphics,11.6 inches,1366 x 768 (HD),Chrome OS,HP,11a-ne0013dx,,4.7,23
249,329,AMD 3000 Series,3015Ce,4 gigabytes,64 gigabytes,AMD Radeon,14 inches,1366 x 768 (HD),Chrome OS,HP,14a-nb0013dx,2.97 pounds,4.5,37
439,479.99,AMD Athlon,3050U,4 gigabytes,256 gigabytes,AMD Radeon,17.3 inches,1600 x 900 (HD+),Windows 10 Home in S mode,HP,17-CP0010nr,4.58 pounds,5,1
869,869.99,Intel 8th Generation Core i5,8350U,32.0 gigabytes,1000.0 gigabytes,Intel UHD Graphics 620,14.0 inches,1920 x 1080 (Full HD),Windows 10 Pro,HP,840 G5,3.26 pounds,,
759,759.99,Intel 6th Generation Core i7,6600U,32.0 gigabytes,512.0 gigabytes,Intel HD Graphics 520,14.0 inches,1920 x 1080 (Full HD),Windows 10 Pro,HP,840 G3,3.27 pounds,,
829,829.99,Intel 8th Generation Core i5,8350U,32.0 gigabytes,512.0 gigabytes,Intel UHD Graphics 620,14.0 inches,1920 x 1080 (Full HD),Windows 10 Pro,HP,840 G5,3.26 pounds,,
409,409.99,Intel 7th Generation Core i5,7200U,16.0 gigabytes,256.0 gigabytes,Intel HD Graphics 620,12.5 inches,1366 x 768 (HD),Windows 10 Pro,HP,820 G4,2.78 pounds,,
939,939.99,Intel 8th Generation Core i7,8550U,32.0 gigabytes,512.0 gigabytes,Intel UHD Graphics 620,14.0 inches,1920 x 1080 (Full HD),Windows 10 Pro,HP,840 G5,3.26 pounds,,
